subject,campus_suffix,course_number,credits,title,description,prerequisite_raw,corequisite_raw,exclusion_raw
AMNE,_V,366,3,The Origins of Christianity,The origins of Christianity as reflected in early Christian literature of the first and early second centuries (including the New Testament). Credit will be granted for only one of RELG_V 317 or AMNE_V 366. Equivalency: RELG_V 317.,,,The origins of Christianity as reflected in early Christian literature of the first and early second centuries (including the New Testament). Credit will be granted for only one of RELG_V 317 or AMNE_V 366. Equivalency: RELG_V 317.
AMNE,_V,368,3,Paul and the Making of Christianity,"Study of the controversial figure of Paul of Tarsus: his writings, impact, and reception, with attention to the contexts of ancient Judaism and the Roman Empire. AMNE_V 264 or previous experience reading the New Testament is recommended. Credit will be granted for only one of RELG_V 415, AMNE_V 368, or AMNE_V 464. Equivalency: RELG_V 415, AMNE_V 368, or AMNE_V 464.",,,"Study of the controversial figure of Paul of Tarsus: his writings, impact, and reception, with attention to the contexts of ancient Judaism and the Roman Empire. AMNE_V 264 or previous experience reading the New Testament is recommended. Credit will be granted for only one of RELG_V 415, AMNE_V 368, or AMNE_V 464. Equivalency: RELG_V 415, AMNE_V 368, or AMNE_V 464."
AMNE,_V,369,3,Jesus: Between History and Literature,"The figure of Jesus, his teachings, and his reception through literary and contextual analysis of the canonical and apocryphal gospels. Recommended: AMNE_V 264 or previous experience reading the New Testament. Credit will be granted for only one of RELG_V 414, AMNE_V 369, or AMNE_V 463. Equivalency: RELG_V 414 or AMNE_V 463.",,,"The figure of Jesus, his teachings, and his reception through literary and contextual analysis of the canonical and apocryphal gospels. Recommended: AMNE_V 264 or previous experience reading the New Testament. Credit will be granted for only one of RELG_V 414, AMNE_V 369, or AMNE_V 463. Equivalency: RELG_V 414 or AMNE_V 463."
AMNE,_V,371,3,Ancient Egypt: The Archaeology of the Land of the Pharaohs,"The material remains of the ancient Egyptians from monumental tombs and temples to the artifacts of daily life; the development of Egyptian civilization from the rise of the first rulers to its incorporation into the Roman Empire. Credit will be granted for only one of NEST_V 304, AMNE_V 371 or ARTH_V 325. Equivalency: ARTH_V 325 or NEST_V 304.",,,"The material remains of the ancient Egyptians from monumental tombs and temples to the artifacts of daily life; the development of Egyptian civilization from the rise of the first rulers to its incorporation into the Roman Empire. Credit will be granted for only one of NEST_V 304, AMNE_V 371 or ARTH_V 325. Equivalency: ARTH_V 325 or NEST_V 304."
AMNE,_V,372,3,The Archaeology of Ancient Iraq and Syria: Babylon and Beyond,"An overview of the archaeology of the ancient Near East, with special emphasis on the civilizations of Mesopotamia, from the appearance of the first cities (c. 3400 BCE) to the end of the Persian period (c. 330 BCE). AMNE_V 170 recommended as preparation. Credit will be granted for only one of NEST_V 319, AMNE_V 372 or ARTH_V 319. Equivalency: ARTH_V 319 or NEST_V 319.",,,"An overview of the archaeology of the ancient Near East, with special emphasis on the civilizations of Mesopotamia, from the appearance of the first cities (c. 3400 BCE) to the end of the Persian period (c. 330 BCE). AMNE_V 170 recommended as preparation. Credit will be granted for only one of NEST_V 319, AMNE_V 372 or ARTH_V 319. Equivalency: ARTH_V 319 or NEST_V 319."
AMNE,_V,373,3,Archaeology and the Bible,The impact of archaeological research on understanding the history and religion of ancient Israel. Credit will be granted for only one of RELG_V 306 or AMNE_V 373. Equivalency: RELG_V 306.,,,The impact of archaeological research on understanding the history and religion of ancient Israel. Credit will be granted for only one of RELG_V 306 or AMNE_V 373. Equivalency: RELG_V 306.
AMNE,_V,376,3,Greek Art and Architecture,"The visual culture of the ancient Greek world in the second and first millennia BCE, especially from c. 1000 to 30 BCE. Credit will be granted for only one of CLST_V 331, AMNE_V 376 or ARTH_V 331. Equivalency: ARTH_V 331 or CLST_V 331.",,,"The visual culture of the ancient Greek world in the second and first millennia BCE, especially from c. 1000 to 30 BCE. Credit will be granted for only one of CLST_V 331, AMNE_V 376 or ARTH_V 331. Equivalency: ARTH_V 331 or CLST_V 331."
AMNE,_V,377,3,Roman Art and Architecture,"The visual culture of the ancient Roman world from the 8th century BCE to the 4th century CE. Credit will be granted for only one of CLST_V 332, AMNE_V 377 or ARTH_V 332. Equivalency: ARTH_V 332 or CLST_V 332.",,,"The visual culture of the ancient Roman world from the 8th century BCE to the 4th century CE. Credit will be granted for only one of CLST_V 332, AMNE_V 377 or ARTH_V 332. Equivalency: ARTH_V 332 or CLST_V 332."
AMNE,_V,379,3,Art and the Religious Transformation of the Late Roman Empire,"Visual culture and religious diversity of the Late Roman Empire (2nd-7th c.); social, political, and religious contexts of art, including diverse viewing practices and cultural frameworks. Credit will be granted for only one of CNRS_V 333, AMNE_V 379 or ARTH_V 310. Equivalency: ARTH_V 310 or CNRS_V 333.",,,"Visual culture and religious diversity of the Late Roman Empire (2nd-7th c.); social, political, and religious contexts of art, including diverse viewing practices and cultural frameworks. Credit will be granted for only one of CNRS_V 333, AMNE_V 379 or ARTH_V 310. Equivalency: ARTH_V 310 or CNRS_V 333."
AMNE,_V,381,3,Theories of Myth,"Origins, nature, and transmission of myth in the Western tradition, with particular attention devoted to the interpretation of myth from ancient times up to the present. Some background in myth is recommended. Credit will be granted for only one of CNRS_V 370 or AMNE_V 381. Equivalency: CNRS_V 370.",,,"Origins, nature, and transmission of myth in the Western tradition, with particular attention devoted to the interpretation of myth from ancient times up to the present. Some background in myth is recommended. Credit will be granted for only one of CNRS_V 370 or AMNE_V 381. Equivalency: CNRS_V 370."
AMNE,_V,382,3,Egyptomania,"The adaptation and appropriation of ancient Egypt in ancient and modern art, architecture, film, and music; the development of Egyptology since the 19th century. Credit will be granted for only one of NEST_V 318 or AMNE_V 382. Equivalency: NEST_V 318.",,,"The adaptation and appropriation of ancient Egypt in ancient and modern art, architecture, film, and music; the development of Egyptology since the 19th century. Credit will be granted for only one of NEST_V 318 or AMNE_V 382. Equivalency: NEST_V 318."
AMNE,_V,383,3,Modern Jewish Ethics in Historical Perspective,"Readings from key texts in English translation, tracing how Jewish approaches to ethical issues evolved from biblical times to the present. Credit will be granted for only one of RELG_V 313 or AMNE_V 383. Equivalency: RELG_V 313.",,,"Readings from key texts in English translation, tracing how Jewish approaches to ethical issues evolved from biblical times to the present. Credit will be granted for only one of RELG_V 313 or AMNE_V 383. Equivalency: RELG_V 313."
AMNE,_V,384,3,Reading the Bible on Indigenous Lands,"Reception, use, and appropriation of biblical texts to support European settler colonialism on Turtle Island (North America), with a focus on British Columbia. Impacts of Christianity on Indigenous communities, including the Indian Act and Residential School system.",,,
AMNE,_V,391,3,Introduction to Middle Egyptian,Language of Ancient Egypt and the main literary texts composed during the Middle Kingdom. Credit will be granted for only one of NEST_V 313 or AMNE_V 391. Equivalency: NEST_V 313.,,,Language of Ancient Egypt and the main literary texts composed during the Middle Kingdom. Credit will be granted for only one of NEST_V 313 or AMNE_V 391. Equivalency: NEST_V 313.
AMNE,_V,392,3,Introduction to Akkadian,The basic grammar and introduction to the cuneiform writing system of the Akkadian language of the Ancient Near East. Credit will be granted for only one of NEST_V 315 or AMNE_V 392. Equivalency: NEST_V 315.,,,The basic grammar and introduction to the cuneiform writing system of the Akkadian language of the Ancient Near East. Credit will be granted for only one of NEST_V 315 or AMNE_V 392. Equivalency: NEST_V 315.
AMNE,_V,393,3,Introduction to Coptic,"An introduction to Coptic, the language of Christian Egypt from 100 AD. Credit will be granted for only one of NEST_V 317 or AMNE_V 393. Equivalency: NEST_V 317.",,,"An introduction to Coptic, the language of Christian Egypt from 100 AD. Credit will be granted for only one of NEST_V 317 or AMNE_V 393. Equivalency: NEST_V 317."
AMNE,_V,394,3,Introduction to Aramaic,"Basics of Imperial Aramaic grammar and vocabulary, with readings from biblical and other ancient sources from the eastern Mediterranean and Southwest and Central Asia.",,,
AMNE,_V,396,3,Experiencing the Ancient World Abroad,International field experience and study of ancient Mediterranean or Near Eastern sites and materials held in museums. Topics and locations may vary. Consult Department for current offerings. This course is not eligible for Credit/D/Fail grading.,,,
AMNE,_V,472,3,The Archaeology of Ancient Cyprus,An overview of the archaeology of ancient Cyprus from the island's initial colonization in the 10th millennium BCE through the period of its rule as part of the Roman Empire (4th century CE). Credit will be granted for only one of CNRS_V 410 or AMNE_V 472. Equivalency: CNRS_V 410.,,,An overview of the archaeology of ancient Cyprus from the island's initial colonization in the 10th millennium BCE through the period of its rule as part of the Roman Empire (4th century CE). Credit will be granted for only one of CNRS_V 410 or AMNE_V 472. Equivalency: CNRS_V 410.
AMNE,_V,499,6,Honours Essay,Credit will be granted for only one of CNRS_V 449 or AMNE_V 499. Equivalency: CNRS_V 449. This course is not eligible for Credit/D/Fail grading.,,,Credit will be granted for only one of CNRS_V 449 or AMNE_V 499. Equivalency: CNRS_V 449. This course is not eligible for Credit/D/Fail grading.
AMNE,_V,581,3,Theory and Method in the Study of Religion,Credit will be granted for only one of RELG_V 531 or AMNE_V 581. Equivalency: RELG_V 531. This course is not eligible for Credit/D/Fail grading.,,,Credit will be granted for only one of RELG_V 531 or AMNE_V 581. Equivalency: RELG_V 531. This course is not eligible for Credit/D/Fail grading.
